"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.chunk_1_id","Input.chunk_1_start","Input.chunk_1_end","Input.chunk_1_text","Input.chunk_1_url","Input.chunk_2_id","Input.chunk_2_start","Input.chunk_2_end","Input.chunk_2_text","Input.chunk_2_url","Input.chunk_3_id","Input.chunk_3_start","Input.chunk_3_end","Input.chunk_3_text","Input.chunk_3_url","Input.chunk_4_id","Input.chunk_4_start","Input.chunk_4_end","Input.chunk_4_text","Input.chunk_4_url","Input.chunk_5_id","Input.chunk_5_start","Input.chunk_5_end","Input.chunk_5_text","Input.chunk_5_url","Answer.Age","Answer.Country","Answer.Gender","Answer.chunk_1_transcription","Answer.chunk_2_transcription","Answer.chunk_3_transcription","Answer.chunk_4_transcription","Answer.chunk_5_transcription","Answer.“chunk_1_polarity”","Answer.“chunk_2_polarity”","Answer.“chunk_3_polarity”","Answer.“chunk_4_polarity”","Answer.“chunk_5_polarity”","Approve","Reject"
"3KLL7H3EGDEBPXCY88G62H2BU93HV4","334916ZQEKI2THGM3RRFLMBOLZRTZK","Analyze the sentiment of audio-only fragments of a review","Analyze the sentiment of five different fragments from various reviews.","survey, sentiment, audio","$0.15","Wed May 28 21:49:42 GMT 2014","10","BatchId:1549412;","3600","604800","Wed Jun 04 21:49:42 GMT 2014","","","3TR2532VIQ7POXPHL2GLRMXAPDH6JQ","A2HQHBR7Z4AI56","Submitted","Thu May 29 16:10:25 GMT 2014","Thu May 29 16:15:21 GMT 2014","Thu Jun 05 09:15:21 PDT 2014","","","","296","0% (0/0)","0% (0/0)","0% (0/0)","5.1","0","12","","'ZIZLyheuu_E'","13.2","36","57","Ok, imagine a film starring the little girl in the red coat from Schindler's list and Roberto Benigni's character in Life is Beautiful and the entire cast of Requiem for a Dream and the dog from Marley and Me, starring in a film codirected by Michael Haneke, Lars Von Trier, and Darren Aronofsky.","'GHjV4avE88U'","15.2","21","62","And I must say when I first started reading, I thought this is fantastic, but probably it's not going to be for me. Harvest is set in a non-specific time and setting, although it's obvious that it was at least a couple of centuries ago. And I'm more used to reading stuff that's set in more recent times; books that are written with language that is perhaps more economical, uh short sentences, to the point, because that's the sort of stuff I like to write as well as read. But Harvest is anything but economical in it's language. It is beautifully written. It is lyrical, it's like reading a giant poem with sentences and stuff. And so within a few pages I'd realized that my initial assumption that I wasn't going to enjoy this book was going to be absolute nonsense, and I really got into it.","'2QrAtMFLSj0'","36.9","221","233","I personally think, Mr. and Mrs. Bennet, the parents, my favorite characters. Mrs. Bennet, is mental. And Mr. Bennet is the only sane person in this entire novel.","'lNyQuF647QA'","16.7","230","260","So the main takeaway there for me is about balance, about trying to find space for other things in your life and not focusing completely on one thing to the detriment of other stuff. And the examples that I used were quite social activities really, but um, it might be a second project or something like that that you want to get going because you working too intensely on whatever it is that you consider your main thing. Having a bit of variety is really important and not giving things up for the sake of it, I think, can be really important as well.","'R-jzd06vSpU'","21-40","USA","Female","","book left me in. Okay imagine a film staring, the","started reading it and I must say when I first","I personally think Mr. and Mrs. Bennett the parents, my","the goal all the time. So the main takeaway there","select one","4","5","4","4"
"338431Z1FLSTO7H4316MLTA9LP3RO8","334916ZQEKI2THGM3RRFLMBOLZRTZK","Analyze the sentiment of audio-only fragments of a review","Analyze the sentiment of five different fragments from various reviews.","survey, sentiment, audio","$0.15","Wed May 28 21:49:42 GMT 2014","10","BatchId:1549412;","3600","604800","Wed Jun 04 21:49:42 GMT 2014","","","3XCC1ODXDMOZW3RE8G3SZI0SZWSRQ7","A3TTWX1QSYZKPZ","Submitted","Fri May 30 16:38:06 GMT 2014","Fri May 30 17:04:16 GMT 2014","Fri Jun 06 10:04:16 PDT 2014","","","","1570","0% (0/0)","0% (0/0)","0% (0/0)","3.1","0","29","Hi! This is a review of Warm Bodies by Isaac Marion. I picked this up against my better judgment because I found myself rewatching the trailer over and over again. I also picked this book because I really wanted to read a book on my new Kindle Fire and this book wasn't too expensive. And this is what the cover looks like on my Kindle. There was no other way to show you the cover, I had to google an image and pull it up on my Kindle because if you click on the book cover it just becomes the book. eReader struggles. I'm not going to review my Kindle in this video, I'll make a video about that later.","'TlRagvTsqOI'","12.2","52","71","It's written in a very sparse writing style and my dog won't shut up. Very very similar to the ways of Ernest Hemingway and Fitzgerald.","'vFvBXuxI50s'","16.3","73","91","And in that way the book provided lots of Eureka moments where I was reading along thinking. of course, why have I not done that before. That's a really good idea. That's exactly what I should have been doing for the last, I don't know, 10 or 15 years. So what I thought I'd do is give you my top 3 takeaways. These are the 3 things that I'm doing now that I wasn't doing before I read the book.","'R-jzd06vSpU'","4.3","115","127","Another thing that's mentioned in this book is that people never learn how to write because all they do is tap their little keyboards. Cassia secretly learning how to write is also part of the story, which I thought was an interesting thing.","'yzzexQxoGvQ'","16.1","0","5","This is me heartily recommending that you read Steal Like an Artist by Austin Kleon.","'R-jzd06vSpU'","21-40","United Arab Emirates","Male","hi this is a review of warm bodies by issac marian. i picked this up against my better judgement","it's written in a very sparse writing style and my dog won't shut up.","and in that way the book provided lots of eureka moments","this novel. i don't think that's mentioned in this book is that people never learn how ti write","this is me hosley recommending you to read still like an artist autstin cleaon","4","2","3","2","5"
"338431Z1FLSTO7H4316MLTA9LP3RO8","334916ZQEKI2THGM3RRFLMBOLZRTZK","Analyze the sentiment of audio-only fragments of a review","Analyze the sentiment of five different fragments from various reviews.","survey, sentiment, audio","$0.15","Wed May 28 21:49:42 GMT 2014","10","BatchId:1549412;","3600","604800","Wed Jun 04 21:49:42 GMT 2014","","","3YMU66OBIOLVUKJX9FMMR0UK60XHGH","A2RYZ8Z3U7T0SE","Submitted","Fri May 30 02:42:01 GMT 2014","Fri May 30 02:45:35 GMT 2014","Thu Jun 05 19:45:35 PDT 2014","","","","214","0% (0/0)","0% (0/0)","0% (0/0)","3.1","0","29","Hi! This is a review of Warm Bodies by Isaac Marion. I picked this up against my better judgment because I found myself rewatching the trailer over and over again. I also picked this book because I really wanted to read a book on my new Kindle Fire and this book wasn't too expensive. And this is what the cover looks like on my Kindle. There was no other way to show you the cover, I had to google an image and pull it up on my Kindle because if you click on the book cover it just becomes the book. eReader struggles. I'm not going to review my Kindle in this video, I'll make a video about that later.","'TlRagvTsqOI'","12.2","52","71","It's written in a very sparse writing style and my dog won't shut up. Very very similar to the ways of Ernest Hemingway and Fitzgerald.","'vFvBXuxI50s'","16.3","73","91","And in that way the book provided lots of Eureka moments where I was reading along thinking. of course, why have I not done that before. That's a really good idea. That's exactly what I should have been doing for the last, I don't know, 10 or 15 years. So what I thought I'd do is give you my top 3 takeaways. These are the 3 things that I'm doing now that I wasn't doing before I read the book.","'R-jzd06vSpU'","4.3","115","127","Another thing that's mentioned in this book is that people never learn how to write because all they do is tap their little keyboards. Cassia secretly learning how to write is also part of the story, which I thought was an interesting thing.","'yzzexQxoGvQ'","16.1","0","5","This is me heartily recommending that you read Steal Like an Artist by Austin Kleon.","'R-jzd06vSpU'","21-40","United States","Female","Hi this is a review of Warm Bodies by Issac","murder. It's written in a very sparse writing style, and","better, and in that way the book provided lots of","this novel. Another thing that's mentioned in this book is","This is me highly recommending you read Steal like an","4","3","4","4","5"
"359AP8GAGGXIXZ0M4IZPLCPSVZR7CT","334916ZQEKI2THGM3RRFLMBOLZRTZK","Analyze the sentiment of audio-only fragments of a review","Analyze the sentiment of five different fragments from various reviews.","survey, sentiment, audio","$0.15","Wed May 28 21:49:42 GMT 2014","10","BatchId:1549412;","3600","604800","Wed Jun 04 21:49:42 GMT 2014","","","3G5F9DBFOQAECH9SYAL8R1XUTFLVHK","A2RYZ8Z3U7T0SE","Submitted","Fri May 30 02:57:56 GMT 2014","Fri May 30 03:01:47 GMT 2014","Thu Jun 05 20:01:47 PDT 2014","","","","231","0% (0/0)","0% (0/0)","0% (0/0)","8.5","164","186","I give The Maze Runner 4/5 stars, just because at the beginning it was very slow, and I really wanted my questions to be answered but they weren't being answered so it was very frustrating. But uhh I really enjoyed this book and I thought it was an excellent read it because it was so good. So I'm adding the Maze Runner to my Must Read Book list. You must read the Maze Runner.","'El0MAj7hfDc'","3.2","74","99","I love the airport setting. One of R's favorite hobbies is just going a couple of rounds on the escalator. I really enjoyed that mental image. And as you might imagine, this book depends very heavily on inner-dialog, because R can't get more than two or three words out at a time. I really enjoyed the girl in this story, who's called 'Julie'. She's pretty feisty. She's not afraid to kick some ass, she's not a frightened little bird, but she's still a normal girl. Or, you know, as normal as you can be during a zombie apocalypse.","'TlRagvTsqOI'","10.5","108","127","The plot was so amazing there was so much going on, so many things happening and I almost doubted that the book would tie up everything in the end and that there would probably be this huge cliffhanger and that I'd have to wait for the next book. But that wasn't the case at all. She tied up the book perfectly, and I just can't wait for the next book. I just want it now, I just want it now Victoria Schwab. Can you just give it to me now, huh? How bout that, yea?","'avBt9TK6-1c'","19.5","151","162","So even as objectively bad as this book really is, I should have been able to get through it quickly enough to feel as though I didn't waste a whole lot of time, I mean after all it is 95 pages.","'EgC2YG-BRxs'","34.1","0","7","Today I wanted to do a book review on the Invisible Man by H.G. Wells. This is a particularly thin book, and a pretty quick read.","'UktoIcTRHB4'","21-40","United States","Female","I give the Maze Runner four to five stars, just","I love the airport setting. One of R's favorite hobbies","the world. The plot was so amazing, there was so","feel for these characters, to the point where you're just","today I wanted to do a book review on ""The","5","4","5","4","3"
"3LEG2HW4UF0IEANQP88VXRTNHWXF2W","334916ZQEKI2THGM3RRFLMBOLZRTZK","Analyze the sentiment of audio-only fragments of a review","Analyze the sentiment of five different fragments from various reviews.","survey, sentiment, audio","$0.15","Wed May 28 21:49:42 GMT 2014","10","BatchId:1549412;","3600","604800","Wed Jun 04 21:49:42 GMT 2014","","","3G5W44VEU8VMWAK5F0PJ4SACYG0GKH","A2RYZ8Z3U7T0SE","Submitted","Fri May 30 02:26:46 GMT 2014","Fri May 30 02:29:27 GMT 2014","Thu Jun 05 19:29:27 PDT 2014","","","","161","0% (0/0)","0% (0/0)","0% (0/0)","16.4","101","117","Number 1: is start a logbook. So it's like a diary I think, but slightly shorter, but it doesn't have to be that, it could be anything you want it to be, but the idea is to keep a record of what you do everyday, just so you can look back and piece together I guess the fragments of whatever has led you to become wherever you are.","'R-jzd06vSpU'","4.5","210","223","In the comments you can let me know what you thought about Matched. Maybe you really loved it, tell me what you liked about it, or if you didn't like it tell me what you didn't like. And for those of you who read the sequel maybe you can let me know if it's better or worse than this book. I'll talk to you guys later. Doei.","'yzzexQxoGvQ'","19.6","187","199","There's no reason I shouldn't have been able to get through this without feeling as though I didn't waste a little bit of time, unfortunately, I barely got through it. And, unfortunately, I did waste a lot of time.","'EgC2YG-BRxs'","11.4","123","134","The thing that I loved most about this book was the writing. The way that Daniel Handler wrote certain things just blew my mind with how beautifully written it was. If anything I would recommend this book because the writing is so brilliant.","'AzJ6ypiGGG0'","11.5","145","155","I think another thing another thing that made this book so great for me was reading it with Ariel. We would read a certain amount of chapters each day and then come back and talk about it at night. And it just made the reading experience so much more exciting.","'AzJ6ypiGGG0'","21-40","United States","Female","is start a logbook, it's like a diary, I think","In the comments, let me know what you thought about","and why the city is barracaded in. I would really","there was a couple. The thing that I loved most","pleasing book. I think another thing that made this book","3","4","5","5","5"
"3XUY87HIVPREROJ0LDVS7QRUK2PMM0","334916ZQEKI2THGM3RRFLMBOLZRTZK","Analyze the sentiment of audio-only fragments of a review","Analyze the sentiment of five different fragments from various reviews.","survey, sentiment, audio","$0.15","Wed May 28 21:49:42 GMT 2014","10","BatchId:1549412;","3600","604800","Wed Jun 04 21:49:42 GMT 2014","","","30LB5CDZNDNKA1861Z3Q6FB9V8OZ0J","A2RYZ8Z3U7T0SE","Submitted","Fri May 30 02:20:11 GMT 2014","Fri May 30 02:26:32 GMT 2014","Thu Jun 05 19:26:32 PDT 2014","","","","381","0% (0/0)","0% (0/0)","0% (0/0)","19.7","214","223","Now I assure you I did not spend 600 dollars on this book, I actually paid about 20 for it when it was still in print. Which, yes, is still too much.","'EgC2YG-BRxs'","6.5","181","200","In general I thought that the movie was really fun, it was really interesting to watch, while fun is maybe not the right word. You actually get to see what happens during all the attacks, and you get to be with Carrie. What I really didn't like was the ending. I feel like it was a bit too soft and melodramatic in a way. I really want to watch the older Carrie adaptation as well and see how it compares.","'GfA_NcwkjmU'","5.2","49","93","It's a story about five people that all somehow end up in this same cocktail lounge in an airport. There's a woman who is meeting up with someone she's kind of dating on the internet. There's this reverend who has stole all the money that his congregation had saved up for I believe a charity. The bartender who works at the cocktail lounge is also one of the characters. There is Rachel who I thought was probably most interesting out of all of them. She had a bit of a Sherlock thing going on as in that she's really intelligent, but she just does not understand humanity, or humans. She doesn't really understand emotions, she looks at everything in a very technical way. She has had normality training, so she knows how to respond to stuff, and seeing things from her head, and then after observing her from a different character's point of view is really awesome.","'ZIZLyheuu_E'","34.3","69","85","Sticking with the theme of other, it's strange that Wells put so much emphasis on how stupid some people are and how intelligent others are. You get a kinda feel for Wells' writing style and his tone and his voice and so on, which is lovely. It's very easy to follow.","'UktoIcTRHB4'","16.5","140","160","Number 2, is to have 2 workspaces. An analog workspace and a digital workspace. This is something that I, I've no idea why I've not done this before. But basically, the idea is that you have a space for you computer, and then get rid of the computer and have another space where you just use pen, paper, scissors, post-it notes, whatever you can get your hands on basically.","'R-jzd06vSpU'","21-40","United States","Female","Subscribe above or below, or where to the side or","In general I thought that the movie was really fun","book. It's a story about five people that somehow end","Sticking with the theme of other, it's strange that Wells","Number two is to have two workspaces, an analog workspace","4","4","4","3","4"
"3XUY87HIVPREROJ0LDVS7QRUK2PMM0","334916ZQEKI2THGM3RRFLMBOLZRTZK","Analyze the sentiment of audio-only fragments of a review","Analyze the sentiment of five different fragments from various reviews.","survey, sentiment, audio","$0.15","Wed May 28 21:49:42 GMT 2014","10","BatchId:1549412;","3600","604800","Wed Jun 04 21:49:42 GMT 2014","","","33FOTY3KENY79XIE54NI9MTYRIS1C9","A2HQHBR7Z4AI56","Submitted","Thu May 29 16:15:33 GMT 2014","Thu May 29 16:19:53 GMT 2014","Thu Jun 05 09:19:53 PDT 2014","","","","260","0% (0/0)","0% (0/0)","0% (0/0)","19.7","214","223","Now I assure you I did not spend 600 dollars on this book, I actually paid about 20 for it when it was still in print. Which, yes, is still too much.","'EgC2YG-BRxs'","6.5","181","200","In general I thought that the movie was really fun, it was really interesting to watch, while fun is maybe not the right word. You actually get to see what happens during all the attacks, and you get to be with Carrie. What I really didn't like was the ending. I feel like it was a bit too soft and melodramatic in a way. I really want to watch the older Carrie adaptation as well and see how it compares.","'GfA_NcwkjmU'","5.2","49","93","It's a story about five people that all somehow end up in this same cocktail lounge in an airport. There's a woman who is meeting up with someone she's kind of dating on the internet. There's this reverend who has stole all the money that his congregation had saved up for I believe a charity. The bartender who works at the cocktail lounge is also one of the characters. There is Rachel who I thought was probably most interesting out of all of them. She had a bit of a Sherlock thing going on as in that she's really intelligent, but she just does not understand humanity, or humans. She doesn't really understand emotions, she looks at everything in a very technical way. She has had normality training, so she knows how to respond to stuff, and seeing things from her head, and then after observing her from a different character's point of view is really awesome.","'ZIZLyheuu_E'","34.3","69","85","Sticking with the theme of other, it's strange that Wells put so much emphasis on how stupid some people are and how intelligent others are. You get a kinda feel for Wells' writing style and his tone and his voice and so on, which is lovely. It's very easy to follow.","'UktoIcTRHB4'","16.5","140","160","Number 2, is to have 2 workspaces. An analog workspace and a digital workspace. This is something that I, I've no idea why I've not done this before. But basically, the idea is that you have a space for you computer, and then get rid of the computer and have another space where you just use pen, paper, scissors, post-it notes, whatever you can get your hands on basically.","'R-jzd06vSpU'","21-40","USA","Female","describe above or below or where to the side or","wrong. In general I felt the movie was really fun","book. Its a story about 5 people that all somehow","sticking with the theme of other, its strange that Wells","Number 2 is to have 2 work spaces, an analog","3","2","5","4","4"
